id,name,address,category,location,lat,lng,details,reviews
217942,Fòrum,"Gran via 760 , Córdoba, 98000, Spain",attraction,Barcelona,41.410620479494,2.2198441955498,http://tour-pedia.org/api/getPlaceDetails?id=217942,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=217942
217943,Tibidabo,"Barcelona, , Spain",attraction,Barcelona,41.420024788,2.12718134393,http://tour-pedia.org/api/getPlaceDetails?id=217943,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=217943
217944,"Museo de La Ciencia",,attraction,Barcelona,41.4128121857,2.13144327108,http://tour-pedia.org/api/getPlaceDetails?id=217944,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=217944
217946,"Parque Güell Barcelona","Barcelona, 08024, Spain",attraction,Barcelona,41.4101718735,2.13659360362,http://tour-pedia.org/api/getPlaceDetails?id=217946,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=217946
217948,"L'illa Diagonal","Avinguda Diagonal, 557, Barcelona, 08029, Spain",attraction,Barcelona,41.389231927999,2.1349270838259,http://tour-pedia.org/api/getPlaceDetails?id=217948,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=217948
217949,"B Lounge Experience","RBLA RAVAL 19, Barcelona, 08001, Spain",attraction,Barcelona,41.3629878919,2.13671204735,http://tour-pedia.org/api/getPlaceDetails?id=217949,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=217949
217952,"Hotel Barceló Sants","Plaça dels Països Catalans, s/n, Barcelona, 08014 , Spain",attraction,Barcelona,41.378770524408,2.1396550574131,http://tour-pedia.org/api/getPlaceDetails?id=217952,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=217952
217953,"Teatro de los Sentidos","Camì del Polvorì S/N, Barcelona, 08038, Spain",attraction,Barcelona,41.3635095689,2.14332533102,http://tour-pedia.org/api/getPlaceDetails?id=217953,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=217953
217954,"Fontana (metropolitana di Barcellona)","Barcelona, , Spain",attraction,Barcelona,41.402608333333,2.1526583333333,http://tour-pedia.org/api/getPlaceDetails?id=217954,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=217954
217956,"Club privé","C/ Tuset, 3, Barcelona, , Spain",attraction,Barcelona,41.3955424506,2.15212496635,http://tour-pedia.org/api/getPlaceDetails?id=217956,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=217956
217957,"MVP @ Sutton","Tuset 13, Barcelona, 08006, Spain",attraction,Barcelona,41.395647741914,2.1513505179971,http://tour-pedia.org/api/getPlaceDetails?id=217957,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=217957
217958,"Hospital Clínic","Barcelona, , Spain",attraction,Barcelona,41.388263888889,2.150675,http://tour-pedia.org/api/getPlaceDetails?id=217958,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=217958
217961,"Sot del Migdia","Carrer del Foc, 154, Barcelona, 08038, Spain",attraction,Barcelona,41.3593664388,2.14789445467,http://tour-pedia.org/api/getPlaceDetails?id=217961,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=217961
217963,Teatreneu,"Carrer de Terol 26, Barcelona, 8012, Spain",attraction,Barcelona,41.403016179155,2.1587658515005,http://tour-pedia.org/api/getPlaceDetails?id=217963,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=217963
217964,"Teatreneu Barcelona (pàgina oficial)","Terol, 26, Barcelona, 08012, Spain",attraction,Barcelona,41.4031919862,2.15856161095,http://tour-pedia.org/api/getPlaceDetails?id=217964,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=217964
217965,"Teatre Neu Impro Show",,attraction,Barcelona,41.4032500804,2.15856613758,http://tour-pedia.org/api/getPlaceDetails?id=217965,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=217965
217966,"El Guinardo","Calle Vinyals, Barcelona, , Spain",attraction,Barcelona,41.4176608153,2.1693285892,http://tour-pedia.org/api/getPlaceDetails?id=217966,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=217966
217967,"Teatre Gaudí",,attraction,Barcelona,41.407435055381,2.1695675363122,http://tour-pedia.org/api/getPlaceDetails?id=217967,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=217967
217969,Barcelona,"Barcelona, 08000, Spain",attraction,Barcelona,41.385570332608,2.1698710826523,http://tour-pedia.org/api/getPlaceDetails?id=217969,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=217969
217971,"Teatre Apolo","Av. Paral·lel, 59, Barcelona, 08004, Spain",attraction,Barcelona,41.374937045077,2.170412989205,http://tour-pedia.org/api/getPlaceDetails?id=217971,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=217971
217974,"Catedral De Barcelona","Pla Seu, 3, bxs, Barcelona, 08002, Spain",attraction,Barcelona,41.384588195128,2.1757901162611,http://tour-pedia.org/api/getPlaceDetails?id=217974,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=217974
217976,"Flaherty's Irish Bar","Plaza Joaquim Xirau, Barcelona, 08002, Spain",attraction,Barcelona,41.378556458696,2.1765809626222,http://tour-pedia.org/api/getPlaceDetails?id=217976,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=217976
217979,"Casa de l'Aigua","Barcelona, , Spain",attraction,Barcelona,41.451577777778,2.1853361111111,http://tour-pedia.org/api/getPlaceDetails?id=217979,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=217979
217980,"Palau de la Música Catalana.","Barcelona, , Spain",attraction,Barcelona,41.4194192853,2.18685214638,http://tour-pedia.org/api/getPlaceDetails?id=217980,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=217980
217983,"Centro Comercial Heron City Barcelona","Av. Río de Janeiro, 42, Barcelona, 08016, Spain",attraction,Barcelona,41.435094048514,2.1810306473847,http://tour-pedia.org/api/getPlaceDetails?id=217983,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=217983
217988,Besòs,"Barcelona, , Spain",attraction,Barcelona,41.420161111111,2.2092833333333,http://tour-pedia.org/api/getPlaceDetails?id=217988,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=217988
217989,"Sunlife Bcn","Barcelona, , Spain",attraction,Barcelona,41.4024495432,2.20620936814,http://tour-pedia.org/api/getPlaceDetails?id=217989,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=217989
217991,"Blue Moon Barcelona","Av. Diagonal 661-671, Barcelona, 08028, Spain",attraction,Barcelona,41.3815109013,2.11007304681,http://tour-pedia.org/api/getPlaceDetails?id=217991,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=217991
217992,"Palau De Congresos De Barcelona","Barcelona, , Spain",attraction,Barcelona,41.3823157445,2.10933705922,http://tour-pedia.org/api/getPlaceDetails?id=217992,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=217992
217994,"Monestir de Pedralbes","Baixada del Monestir, 9 , Barcelona, 08034, Spain",attraction,Barcelona,41.39605861778,2.1126259822502,http://tour-pedia.org/api/getPlaceDetails?id=217994,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=217994
217995,"Bar Alkimia","Amigó 35, Barcelona, 08021, Spain",attraction,Barcelona,41.395055570801,2.1447070658605,http://tour-pedia.org/api/getPlaceDetails?id=217995,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=217995
217996,"Sant Genis dels Agudells","Barcelona, , Spain",attraction,Barcelona,41.428505555556,2.1325472222222,http://tour-pedia.org/api/getPlaceDetails?id=217996,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=217996
217997,"Platja de la Barceloneta","Passeig Marítim, Probolinggo, rida_rhali@hotmail.com, Indonesia",attraction,Barcelona,41.378392806089,2.1912663092234,http://tour-pedia.org/api/getPlaceDetails?id=217997,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=217997
218000,"Carpe Diem Barcelona","Carrer De Ramon Trias Fargas, Barcelona, , Spain",attraction,Barcelona,41.384814735491,2.1965269198717,http://tour-pedia.org/api/getPlaceDetails?id=218000,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=218000
218001,"Sotavento Beach - Lista Invitados/Guest List","Paseo Marítimo, 38 08005 Barcelona, España, Barcelona, 08005, Spain",attraction,Barcelona,41.384064734708,2.1955394154358,http://tour-pedia.org/api/getPlaceDetails?id=218001,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=218001
218003,"Gothic Quarter, Barcelona","Barcelona, 08002, Spain",attraction,Barcelona,41.381188944674,2.1752252458799,http://tour-pedia.org/api/getPlaceDetails?id=218003,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=218003
218006,"Msc Splendida","Barcelona, 08031, Spain",attraction,Barcelona,41.362495260426,2.1816173376983,http://tour-pedia.org/api/getPlaceDetails?id=218006,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=218006
218007,"Pub Lunatic","C. Regent Mendieta 38 , Barcelona, 08028, Spain",attraction,Barcelona,41.37721716864,2.1237021247908,http://tour-pedia.org/api/getPlaceDetails?id=218007,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=218007
218008,"F.K. Barcelona","Avinguda Aristides Maillol, s/n, 08028, Barcelona , Barcelona, 21000, Spain",attraction,Barcelona,41.3784552573,2.12111315609,http://tour-pedia.org/api/getPlaceDetails?id=218008,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=218008
218010,"Playa Barceloneta","Ronda Del Litoral, Barcelona, , Spain",attraction,Barcelona,41.4043434989,2.21742158756,http://tour-pedia.org/api/getPlaceDetails?id=218010,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=218010
218016,"Seven Rock - Fiestas Nocturnas","c/Paris, 192 (entre Aribau y Enrique Granados), Barcelona, , Spain",attraction,Barcelona,41.35162425,2.15317015,http://tour-pedia.org/api/getPlaceDetails?id=218016,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=218016
218017,"Ciutat Meridiana","Barcelona, , Spain",attraction,Barcelona,41.460891666667,2.1744027777778,http://tour-pedia.org/api/getPlaceDetails?id=218017,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=218017
218018,"CATWALK Barcelona","C/ Ramón Trias Fargas 2-4, Baixos Hotels Arts (Zona Olímpica), Barcelona, , Spain",attraction,Barcelona,41.386010277549,2.1967523790296,http://tour-pedia.org/api/getPlaceDetails?id=218018,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=218018
"Carrer de Mallorca 1-23",attraction,129450,41.379252388091,2.1429791766146,Barcelona,"Expo Hotel",4adcda4cf964a5209d3f21e3,0,Hotel,http://tour-pedia.org/api/getPlaceDetails?id=129450,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129450
"Carrer D'Aribau 162-166",attraction,129488,41.392602290309,2.1541397621001,Barcelona,"Dry Martini",4adcda4df964a520084021e3,0,"Cocktail Bar",http://tour-pedia.org/api/getPlaceDetails?id=129488,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129488
"Carrer d'Aribau 77",attraction,129513,41.389429062209,2.1580060860493,Barcelona,"Espit Chupitos",4adcda4ef964a5204d4021e3,0,"Cocktail Bar",http://tour-pedia.org/api/getPlaceDetails?id=129513,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129513
"Plaça Joan Llongueras 5",attraction,129524,41.392711907847,2.1410130521621,Barcelona,"Sala BeCool",4adcda4ef964a5207f4021e3,0,Nightclub,http://tour-pedia.org/api/getPlaceDetails?id=129524,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129524
"Passatge de la Banca 5",attraction,129526,41.377240351811,2.1772035155317,Barcelona,"El Bosc de les Fades",4adcda4ef964a520844021e3,0,"Cocktail Bar",http://tour-pedia.org/api/getPlaceDetails?id=129526,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129526
"Provença 171",attraction,129527,41.390644245749,2.1553917239008,Barcelona,"La Fira",4adcda4ef964a5208b4021e3,0,Nightclub,http://tour-pedia.org/api/getPlaceDetails?id=129527,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129527
"Moll Mestral, 26-27-28",attraction,129528,41.387986,2.199127,Barcelona,"Kennedy Irish Sailing Club",4adcda4ef964a5208d4021e3,0,Bar,http://tour-pedia.org/api/getPlaceDetails?id=129528,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129528
"C. Manuel Arnús, 2",attraction,129530,41.41621229144,2.1323631272185,Barcelona,Mirabé,4adcda4ef964a520974021e3,0,Bar,http://tour-pedia.org/api/getPlaceDetails?id=129530,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129530
"Carrer de la Princesa 23",attraction,129531,41.385267139399,2.1803422894306,Barcelona,"Princesa 23",4adcda4ff964a5209a4021e3,0,Bar,http://tour-pedia.org/api/getPlaceDetails?id=129531,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129531
"Carrer Nou de la Rambla 111",attraction,129532,41.374393313892,2.1697542071342,Barcelona,"La [2]",4adcda4ff964a5209f4021e3,0,Nightclub,http://tour-pedia.org/api/getPlaceDetails?id=129532,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129532
"Gignas 25",attraction,129536,41.38181103081,2.1805246713967,Barcelona,"La Cerveteca",4adcda4ff964a520a54021e3,0,Bar,http://tour-pedia.org/api/getPlaceDetails?id=129536,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129536
"Calle Balmes 139",attraction,129537,41.393372031415,2.1567348634482,Barcelona,"Palacio Del Flamenco",4adcda4ff964a520aa4021e3,0,"Performing Arts Venue",http://tour-pedia.org/api/getPlaceDetails?id=129537,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129537
"Plaça Reial 3",attraction,129538,41.380171197471,2.1750007452286,Barcelona,"Pipa's Club",4adcda4ff964a520ac4021e3,0,Speakeasy,http://tour-pedia.org/api/getPlaceDetails?id=129538,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129538
"Comerç 21",attraction,129541,41.386408897255,2.1824973235331,Barcelona,Mix,4adcda4ff964a520ba4021e3,0,Bar,http://tour-pedia.org/api/getPlaceDetails?id=129541,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129541
"Carrer de les Sitges 5",attraction,129543,41.384415999244,2.1693767313001,Barcelona,"L’Ovella Negra",4adcda4ff964a520cb4021e3,0,Bar,http://tour-pedia.org/api/getPlaceDetails?id=129543,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129543
"Carrer del Torrent de les Flors 37",attraction,129544,41.405571881886,2.1608748638229,Barcelona,"Sala Cara B",4adcda4ff964a520d14021e3,0,"Rock Club",http://tour-pedia.org/api/getPlaceDetails?id=129544,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129544
"Plaça Reial 7",attraction,129548,41.380351437021,2.1751399148909,Barcelona,Sidecar,4adcda4ff964a520e04021e3,0,"Music Venue",http://tour-pedia.org/api/getPlaceDetails?id=129548,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129548
129549,Bikini,"C/ Diagonal, 547",attraction,Barcelona,41.389495249973,2.1367837786345,http://tour-pedia.org/api/getPlaceDetails?id=129549,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129549
"Plaça Reial, 17",attraction,129551,41.380002284886,2.1751207190498,Barcelona,Tarantos,4adcda4ff964a520ef4021e3,0,Nightclub,http://tour-pedia.org/api/getPlaceDetails?id=129551,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129551
"Paseo Picasso, 40",attraction,129557,41.385894545168,2.1852092612623,Barcelona,"Magic Rock Club",4adcda50f964a5200d4121e3,0,"Rock Club",http://tour-pedia.org/api/getPlaceDetails?id=129557,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129557
"Carrer Ramón y Cajal 80",attraction,129559,41.403475032434,2.1602618694305,Barcelona,Heliogàbal,4adcda50f964a5200f4121e3,0,"Music Venue",http://tour-pedia.org/api/getPlaceDetails?id=129559,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129559
"Plaça Mercè, 1",attraction,129568,41.379203579518,2.1793775971043,Barcelona,"Basílica de la Mare de Déu de la Mercè",4adcda50f964a5202d4121e3,0,Church,http://tour-pedia.org/api/getPlaceDetails?id=129568,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129568
"Carrer de Montevideo 14",attraction,129570,41.396082894092,2.1125043384588,Barcelona,"Museo del Real Monasterio de Santa María de Pedralbes",4adcda50f964a520314121e3,0,"Spiritual Center",http://tour-pedia.org/api/getPlaceDetails?id=129570,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129570
"Barri de Poble Sec",attraction,129572,41.372815300939,2.1620965003967,Barcelona,"Poble Sec",4adcda50f964a520334121e3,0,Neighborhood,http://tour-pedia.org/api/getPlaceDetails?id=129572,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129572
129574,"Casa Milà","Provença, 261-265, Barcelona, Spain",attraction,Barcelona,41.395309,2.161835,http://tour-pedia.org/api/getPlaceDetails?id=129574,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129574
"Passeig de Lluís Companys",attraction,129575,41.39098,2.180641,Barcelona,"Arc de Triomf",4adcda50f964a520384121e3,0,"Monument / Landmark",http://tour-pedia.org/api/getPlaceDetails?id=129575,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129575
129576,"Parc de la Ciutadella","Parc de la Ciutadella",attraction,Barcelona,41.38812685074,2.1861505508423,http://tour-pedia.org/api/getPlaceDetails?id=129576,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129576
"Plaça Carles Buïgas 1",attraction,129579,41.371124530295,2.1517324447632,Barcelona,"Font Màgica de Montjuïc",4adcda50f964a520424121e3,0,"Monument / Landmark",http://tour-pedia.org/api/getPlaceDetails?id=129579,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129579
"Les Corts",attraction,129581,41.383003523391,2.13273229728,Barcelona,"Barri de Les Corts",4adcda50f964a520474121e3,0,Neighborhood,http://tour-pedia.org/api/getPlaceDetails?id=129581,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129581
"Parc de Collserola",attraction,129584,41.420943563881,2.0995473861694,Barcelona,"Parc de Collserola",4adcda50f964a520514121e3,0,Mountain,http://tour-pedia.org/api/getPlaceDetails?id=129584,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129584
Barceloneta,attraction,129587,41.380688882479,2.1896052360535,Barcelona,"La Barceloneta",4adcda50f964a520554121e3,0,Neighborhood,http://tour-pedia.org/api/getPlaceDetails?id=129587,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129587
"Pla de Palau, 1",attraction,129592,41.382840434718,2.1832940883028,Barcelona,"Pla de Palau",4adcda50f964a5205f4121e3,0,Plaza,http://tour-pedia.org/api/getPlaceDetails?id=129592,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129592
"Plaça del Tibidabo 3-4",attraction,129596,41.421458456217,2.1196532249451,Barcelona,Tibidabo,4adcda50f964a520654121e3,0,"Theme Park",http://tour-pedia.org/api/getPlaceDetails?id=129596,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129596
"Avda. Miramar",attraction,129598,41.367352,2.168005,Barcelona,"Telefèric de Montjuïc",4adcda50f964a5206e4121e3,0,"Ski Chairlift",http://tour-pedia.org/api/getPlaceDetails?id=129598,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129598
"Plaça del Rei",attraction,129600,41.384175925845,2.1774146800007,Barcelona,"Plaça del Rei",4adcda51f964a520724121e3,0,Plaza,http://tour-pedia.org/api/getPlaceDetails?id=129600,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129600
"Plaça de Sant Jaume",attraction,129601,41.382691341284,2.1770444512367,Barcelona,"Plaça de Sant Jaume",4adcda51f964a520754121e3,0,Plaza,http://tour-pedia.org/api/getPlaceDetails?id=129601,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129601
"Passeig de Colom",attraction,129608,41.377995570776,2.1800735173529,Barcelona,"Moll de la Fusta",4adcda51f964a5207f4121e3,0,"Harbor / Marina",http://tour-pedia.org/api/getPlaceDetails?id=129608,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129608
"Carrer de Pierre de Coubertin",attraction,129612,41.364763618563,2.1490931510925,Barcelona,"Anella Olímpica",4adcda51f964a520884121e3,0,"Monument / Landmark",http://tour-pedia.org/api/getPlaceDetails?id=129612,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129612
"Passeig Olímpic 5-7",attraction,129615,41.363604094226,2.1526336669922,Barcelona,"Palau Sant Jordi",4adcda51f964a5208c4121e3,0,"Basketball Stadium",http://tour-pedia.org/api/getPlaceDetails?id=129615,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129615
